symbol,cluster_id,squeeze_timestamp,squeeze_score,conditions,adx,h4_trend_bias,d1_trend_bias,h4_ma_slope,d1_ma_slope,anchor_range_pct,breakout_timestamp,breakout_direction,breakout_bar_idx,entry_price,returns_1bar,returns_5bar,returns_10bar,returns_20bar,max_drawdown_pct,max_runup_pct,hit_1r,hit_2r,hit_3r,stop_triggered,stop_after_entry,stop_bar_idx,pnl_5bar,pnl_10bar,pnl_20bar
EURUSD,EURUSD_20250619_00,2025-06-19 00:00:00,2,ADX<20+ADX<13,11.940185406204874,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.6053690573663407,2025-06-19 01:00:00,down,1,1.14528,0.0,0.02968706342553847,0.17899552947749767,0.39029756915339253,-0.39029756915339253,0.0,False,False,False,False,False,,-0.02968706342553847,-0.17899552947749767,-0.39029756915339253
EURUSD,EURUSD_20250619_18,2025-06-19 18:00:00,5,BB+Pivot+SR+ADX<20+ADX<13,12.540775145634504,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.37266648091390897,2025-06-19 19:00:00,up,1,1.14974,0.0,0.12089689842921028,0.25570998660566235,0.1365526118948694,-0.02696261763529428,0.2757145093673261,False,False,False,False,False,,0.12089689842921028,0.25570998660566235,0.1365526118948694
EURUSD,EURUSD_20250620_14,2025-06-20 14:00:00,3,BB+Pivot+SR,22.820243317540037,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5020368102422561,2025-06-23 10:00:00,down,20,1.14622,0.0,0.5967440805429985,1.011149692031197,1.2929455078431762,-1.2929455078431762,0.0,False,False,False,True,True,5.0,-0.5967440805429985,-1.011149692031197,-1.2929455078431762
EURUSD,EURUSD_20250620_20,2025-06-20 20:00:00,4,BB+Pivot+SR+ADX<20,17.65301797389798,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.42268801805319883,2025-06-22 21:00:00,down,1,1.14726,0.0,0.16822690584523015,0.2981015637257447,0.6258389554242251,-0.8402628872269663,0.09065076791659518,False,False,False,True,True,19.0,-0.16822690584523015,-0.2981015637257447,-0.6258389554242251
EURUSD,EURUSD_20250624_13,2025-06-24 13:00:00,3,BB+Pivot+SR,28.771196133104674,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.7056773380953487,2025-06-25 16:00:00,up,27,1.16305,0.0,0.24332573836035515,0.47633377756761114,0.550277288164736,0.0,0.8322943983491796,True,False,False,False,False,,0.24332573836035515,0.47633377756761114,0.550277288164736
EURUSD,EURUSD_20250625_03,2025-06-25 03:00:00,3,BB+Pivot+SR,30.486024078679037,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5339580067864326,2025-06-25 18:00:00,up,15,1.16606,0.0,-0.01286383204981686,0.28900742671902585,0.4811073186628383,-0.0411642625593911,0.5720117318148255,True,False,False,False,False,,-0.01286383204981686,0.28900742671902585,0.4811073186628383
EURUSD,EURUSD_20250625_09,2025-06-25 09:00:00,3,BB+Pivot+SR,23.97963078674484,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5137753870556158,2025-06-25 18:00:00,up,9,1.16606,0.0,-0.01286383204981686,0.28900742671902585,0.4811073186628383,-0.0411642625593911,0.5720117318148255,True,False,False,False,False,,-0.01286383204981686,0.28900742671902585,0.4811073186628383
EURUSD,EURUSD_20250625_15,2025-06-25 15:00:00,4,BB+Pivot+SR+ADX<20,19.57531825232859,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.36060381775306094,2025-06-25 17:00:00,up,2,1.16422,0.0,0.11681640926972804,0.41229320918725976,0.5514421672879585,0.0,0.7309615021215936,True,True,False,False,False,,0.11681640926972804,0.41229320918725976,0.5514421672879585
EURUSD,EURUSD_20250627_10,2025-06-27 10:00:00,2,Pivot+SR,20.86717442381422,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5071071840184261,2025-06-27 12:00:00,up,2,1.17466,0.0,-0.21027361108746123,-0.1328043859499775,-0.1881395467624713,-0.40352101884800423,0.0,False,False,False,False,False,,-0.21027361108746123,-0.1328043859499775,-0.1881395467624713
EURUSD,EURUSD_20250630_14,2025-06-30 14:00:00,3,BB+Pivot+SR,21.6632738475735,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5375565456667334,2025-06-30 15:00:00,up,1,1.17694,0.0,0.08411643754140605,0.23535609291892015,0.3551582918415425,-0.059476268968693805,0.3755501554879491,False,False,False,False,False,,0.08411643754140605,0.23535609291892015,0.3551582918415425
EURUSD,EURUSD_20250702_06,2025-07-02 06:00:00,3,Pivot+SR+ADX<20,19.512527564366195,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5271154646000651,2025-07-02 11:00:00,down,5,1.17494,0.0,0.33703848707167716,0.406829284899655,0.4468313275571499,-0.48513115563346354,0.0,False,False,False,False,False,,-0.33703848707167716,-0.406829284899655,-0.4468313275571499
EURUSD,EURUSD_20250702_21,2025-07-02 21:00:00,3,Pivot+SR+ADX<20,17.106313495589248,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5349769815767864,2025-07-03 12:00:00,down,15,1.1738,0.0,0.11841881070028985,0.1627193729766637,0.2675072414380765,-0.3910376554779429,0.0,False,False,False,False,False,,-0.11841881070028985,-0.1627193729766637,-0.2675072414380765
EURUSD,EURUSD_20250703_06,2025-07-03 06:00:00,2,ADX<20+ADX<13,12.816124578621455,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.5355069946364656,2025-07-03 12:00:00,down,6,1.1738,0.0,0.11841881070028985,0.1627193729766637,0.2675072414380765,-0.3910376554779429,0.0,False,False,False,False,False,,-0.11841881070028985,-0.1627193729766637,-0.2675072414380765
EURUSD,EURUSD_20250704_14,2025-07-04 14:00:00,4,BB+Pivot+SR+ADX<20,17.383622316753346,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.3489527173313232,2025-07-07 08:00:00,down,18,1.17239,0.0,-0.014500294270678143,-0.14926773513934274,0.19276861795135822,-0.19276861795135822,0.2550345874666321,False,False,False,False,False,,0.014500294270678143,0.14926773513934274,-0.19276861795135822
EURUSD,EURUSD_20250704_20,2025-07-04 20:00:00,5,BB+Pivot+SR+ADX<20+ADX<13,12.03504256504688,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.26759773688770966,2025-07-07 07:00:00,down,11,1.17452,0.0,-0.1353744508394902,-0.43592275993597496,-0.05959881483498986,-0.011068351326496226,0.43592275993597496,False,False,False,False,False,,0.1353744508394902,0.43592275993597496,0.05959881483498986
EURUSD,EURUSD_20250707_02,2025-07-07 02:00:00,5,BB+Pivot+SR+ADX<20+ADX<13,10.619257239032807,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.22520417095119608,2025-07-07 06:00:00,down,4,1.17555,0.0,-0.23988771213474921,-0.19565309854963128,-0.150567819318621,0.0,0.5231593722087617,False,False,False,False,False,,0.23988771213474921,0.19565309854963128,0.150567819318621
EURUSD,EURUSD_20250709_12,2025-07-09 12:00:00,3,BB+Pivot+SR,20.854391218918288,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.3431498079385518,2025-07-09 23:00:00,up,11,1.17377,0.0,-0.03407822656908559,-0.08775143341539351,-0.39104764988030827,-0.4966901522444773,0.04856147286094886,False,False,False,True,True,15.0,-0.03407822656908559,-0.08775143341539351,-0.39104764988030827
EURUSD,EURUSD_20250709_18,2025-07-09 18:00:00,4,BB+Pivot+SR+ADX<20,16.31012291699846,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.33979339195766195,2025-07-09 23:00:00,up,5,1.17377,0.0,-0.03407822656908559,-0.08775143341539351,-0.39104764988030827,-0.4966901522444773,0.04856147286094886,False,False,False,True,True,15.0,-0.03407822656908559,-0.08775143341539351,-0.39104764988030827
EURUSD,EURUSD_20250710_08,2025-07-10 08:00:00,3,Pivot+SR+ADX<20,19.178348335758177,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.4996844995480649,2025-07-10 14:00:00,down,6,1.16794,0.0,0.10616983749164408,0.1883658407109937,0.13014367176395755,-0.22347038375259012,0.0744901279175237,False,False,False,False,False,,-0.10616983749164408,-0.1883658407109937,-0.13014367176395755
EURUSD,EURUSD_20250714_07,2025-07-14 07:00:00,2,BB+ADX<20,15.555070383666733,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.510898308130731,2025-07-15 13:00:00,down,30,1.16428,0.0,-0.3993884632562651,-0.3341120692616853,-0.15202528601367793,0.0,0.4036829628611611,False,False,False,False,False,,0.3993884632562651,0.3341120692616853,0.15202528601367793
EURUSD,EURUSD_20250714_13,2025-07-14 13:00:00,5,BB+Pivot+SR+ADX<20+ADX<13,11.70239416284653,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.3723773080972869,2025-07-15 13:00:00,down,24,1.16428,0.0,-0.3993884632562651,-0.3341120692616853,-0.15202528601367793,0.0,0.4036829628611611,False,False,False,False,False,,0.3993884632562651,0.3341120692616853,0.15202528601367793
EURUSD,EURUSD_20250714_19,2025-07-14 19:00:00,5,BB+Pivot+SR+ADX<20+ADX<13,12.21639339898504,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.3728209259671983,2025-07-15 13:00:00,down,18,1.16428,0.0,-0.3993884632562651,-0.3341120692616853,-0.15202528601367793,0.0,0.4036829628611611,False,False,False,False,False,,0.3993884632562651,0.3341120692616853,0.15202528601367793
EURUSD,EURUSD_20250715_01,2025-07-15 01:00:00,4,Pivot+SR+ADX<20+ADX<13,12.32083625898047,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.36593622254407054,2025-07-15 13:00:00,down,12,1.16428,0.0,-0.3993884632562651,-0.3341120692616853,-0.15202528601367793,0.0,0.4036829628611611,False,False,False,False,False,,0.3993884632562651,0.3341120692616853,0.15202528601367793
EURUSD,EURUSD_20250715_07,2025-07-15 07:00:00,5,BB+Pivot+SR+ADX<20+ADX<13,11.825782076716534,neutral,bearish,-0.03878942588209212,-0.23146609060377796,0.33019110023780385,2025-07-15 13:00:00,down,6,1.16428,0.0,-0.3993884632562651,-0.3341120692616853,-0.15202528601367793,0.0,0.4036829628611611,False,False,False,False,False,,0.3993884632562651,0.3341120692616853,0.15202528601367793
