setup_id,symbol,timestamp,squeeze_score,conditions,adx,h4_trend_bias,d1_trend_bias,h4_bar_time,d1_bar_time,data_warning,anchor_range_pct,cluster_id
EURUSD_setup_000001_202506092200,EURUSD,2025-06-09 22:00:00,4,BB+SR+ADX<20+ADX<13,11.815174041198443,neutral,weak_bullish,2025-06-09 20:00:00,2025-06-09,,0.45961112521557757,EURUSD_20250609_22
EURUSD_setup_000002_202506101600,EURUSD,2025-06-10 16:00:00,2,ADX<20+ADX<13,11.670055788256803,neutral,weak_bullish,2025-06-10 16:00:00,2025-06-10,,0.6548077596470475,EURUSD_20250610_16
EURUSD_setup_000003_202506160300,EURUSD,2025-06-16 03:00:00,2,ADX<20+ADX<13,11.955566353067558,strong_bullish,strong_bullish,2025-06-16 00:00:00,2025-06-16,,0.6992278997137118,EURUSD_20250616_03
EURUSD_setup_000004_202506171000,EURUSD,2025-06-17 10:00:00,4,BB+SR+ADX<20+ADX<13,11.699881450665723,strong_bullish,strong_bullish,2025-06-17 08:00:00,2025-06-17,,0.6224120194676539,EURUSD_20250617_10
EURUSD_setup_000005_202506190000,EURUSD,2025-06-19 00:00:00,2,ADX<20+ADX<13,11.94018574223047,weak_bearish,strong_bullish,2025-06-19 00:00:00,2025-06-19,,0.6053690573663407,EURUSD_20250619_00
EURUSD_setup_000006_202506191300,EURUSD,2025-06-19 13:00:00,3,BB+ADX<20+ADX<13,11.747144373231576,weak_bearish,strong_bullish,2025-06-19 12:00:00,2025-06-19,,0.7252187859558491,EURUSD_20250619_13
EURUSD_setup_000007_202509040300,EURUSD,2025-09-04 03:00:00,4,BB+SR+ADX<20+ADX<13,11.872235202082235,neutral,neutral,2025-09-04 00:00:00,2025-09-04,,0.6350405052862894,EURUSD_20250904_03
EURUSD_setup_000008_202510012000,EURUSD,2025-10-01 20:00:00,2,ADX<20+ADX<13,11.683958386305918,weak_bullish,neutral,2025-10-01 20:00:00,2025-10-01,,0.5379736043378761,EURUSD_20251001_20
EURUSD_setup_000009_202510020200,EURUSD,2025-10-02 02:00:00,3,BB+ADX<20+ADX<13,9.195461668458725,weak_bullish,neutral,2025-10-02 00:00:00,2025-10-02,,0.5376298278050743,EURUSD_20251002_02
EURUSD_setup_000010_202510020800,EURUSD,2025-10-02 08:00:00,4,BB+SR+ADX<20+ADX<13,9.759561781730945,weak_bullish,neutral,2025-10-02 08:00:00,2025-10-02,,0.4534896582236338,EURUSD_20251002_08
EURUSD_setup_000011_202512020900,EURUSD,2025-12-02 09:00:00,4,BB+SR+ADX<20+ADX<13,11.938530830254626,neutral,weak_bullish,2025-12-02 08:00:00,2025-12-02,,0.41861186239212445,EURUSD_20251202_09
EURUSD_setup_000012_202512090100,EURUSD,2025-12-09 01:00:00,2,ADX<20+ADX<13,11.98141491965874,neutral,neutral,2025-12-09 00:00:00,2025-12-09,,0.47824295085345975,EURUSD_20251209_01
EURUSD_setup_000013_202512180400,EURUSD,2025-12-18 04:00:00,2,ADX<20+ADX<13,11.98990612284491,strong_bullish,strong_bullish,2025-12-18 04:00:00,2025-12-18,,0.4453906748988774,EURUSD_20251218_04
EURUSD_setup_000014_202512182200,EURUSD,2025-12-18 22:00:00,2,ADX<20+ADX<13,11.905802860436891,neutral,strong_bullish,2025-12-18 20:00:00,2025-12-18,,0.43247946362311424,EURUSD_20251218_22
EURUSD_setup_000015_202512190400,EURUSD,2025-12-19 04:00:00,3,BB+ADX<20+ADX<13,10.186142379549665,neutral,strong_bullish,2025-12-19 04:00:00,2025-12-19,,0.4326861531896846,EURUSD_20251219_04
EURUSD_setup_000016_202602042000,EURUSD,2026-02-04 20:00:00,2,ADX<20+ADX<13,11.761848804744062,strong_bearish,strong_bullish,2026-02-04 20:00:00,2026-02-04,,0.40328046631422815,EURUSD_20260204_20
EURUSD_setup_000017_202602050200,EURUSD,2026-02-05 02:00:00,2,ADX<20+ADX<13,9.895853359246088,strong_bearish,strong_bullish,2026-02-05 00:00:00,2026-02-05,,0.4038964124495212,EURUSD_20260205_02
EURUSD_setup_000018_202602271100,EURUSD,2026-02-27 11:00:00,2,ADX<20+ADX<13,11.803316682758838,neutral,neutral,2026-02-27 08:00:00,2026-02-27,,0.4042407139043501,EURUSD_20260227_11
EURUSD_setup_000019_202603060400,EURUSD,2026-03-06 04:00:00,2,ADX<20+ADX<13,11.761105212411579,strong_bearish,strong_bearish,2026-03-06 04:00:00,2026-03-06,,0.7379533634140433,EURUSD_20260306_04
EURUSD_setup_000020_202603300100,EURUSD,2026-03-30 01:00:00,2,ADX<20+ADX<13,11.966915645503477,weak_bearish,weak_bearish,2026-03-30 00:00:00,2026-03-30,,0.5250073883489929,EURUSD_20260330_01
EURUSD_setup_000021_202603300700,EURUSD,2026-03-30 07:00:00,2,ADX<20+ADX<13,11.541822220034959,weak_bearish,weak_bearish,2026-03-30 04:00:00,2026-03-30,,0.5253315938247292,EURUSD_20260330_07
GBPUSD_setup_000022_202506300200,GBPUSD,2025-06-30 02:00:00,2,ADX<20+ADX<13,11.542288044849753,strong_bullish,strong_bullish,2025-06-30 00:00:00,2025-06-30,,0.5059341556585853,GBPUSD_20250630_02
GBPUSD_setup_000023_202506300800,GBPUSD,2025-06-30 08:00:00,4,BB+SR+ADX<20+ADX<13,11.252681108606147,strong_bullish,strong_bullish,2025-06-30 08:00:00,2025-06-30,,0.506602623530009,GBPUSD_20250630_08
GBPUSD_setup_000024_202506301500,GBPUSD,2025-06-30 15:00:00,2,ADX<20+ADX<13,11.95387156055618,strong_bullish,strong_bullish,2025-06-30 12:00:00,2025-06-30,,0.48471154196581834,GBPUSD_20250630_15
GBPUSD_setup_000025_202506302100,GBPUSD,2025-06-30 21:00:00,2,ADX<20+ADX<13,11.577848575924223,strong_bullish,strong_bullish,2025-06-30 20:00:00,2025-06-30,,0.4844114219114252,GBPUSD_20250630_21
GBPUSD_setup_000026_202507171200,GBPUSD,2025-07-17 12:00:00,3,BB+ADX<20+ADX<13,11.872509372458975,strong_bearish,weak_bearish,2025-07-17 12:00:00,2025-07-17,,0.5410245886347509,GBPUSD_20250717_12
GBPUSD_setup_000027_202508261900,GBPUSD,2025-08-26 19:00:00,3,BB+ADX<20+ADX<13,11.687488614614391,neutral,weak_bullish,2025-08-26 16:00:00,2025-08-26,,0.4340374385113728,GBPUSD_20250826_19
GBPUSD_setup_000028_202508270100,GBPUSD,2025-08-27 01:00:00,4,BB+ADX<20+ADX<13+ADX<9,8.827633416992272,weak_bullish,weak_bullish,2025-08-27 00:00:00,2025-08-27,,0.43432101148538776,GBPUSD_20250827_01
GBPUSD_setup_000029_202509150800,GBPUSD,2025-09-15 08:00:00,3,BB+ADX<20+ADX<13,11.994343040547163,weak_bullish,weak_bullish,2025-09-15 08:00:00,2025-09-15,,0.5146782708577273,GBPUSD_20250915_08
GBPUSD_setup_000030_202511162200,GBPUSD,2025-11-16 22:00:00,2,ADX<20+ADX<13,11.962549542027332,neutral,weak_bearish,2025-11-16 20:00:00,2025-11-16,,0.7056482241059778,GBPUSD_20251116_22
GBPUSD_setup_000031_202511170400,GBPUSD,2025-11-17 04:00:00,2,ADX<20+ADX<13,11.364184256385226,neutral,weak_bearish,2025-11-17 04:00:00,2025-11-17,,0.7064262738865628,GBPUSD_20251117_04
GBPUSD_setup_000032_202511171000,GBPUSD,2025-11-17 10:00:00,3,BB+ADX<20+ADX<13,10.855545004679445,neutral,weak_bearish,2025-11-17 08:00:00,2025-11-17,,0.42269796861695724,GBPUSD_20251117_10
GBPUSD_setup_000033_202511171600,GBPUSD,2025-11-17 16:00:00,2,ADX<20+ADX<13,10.855070401330165,neutral,weak_bearish,2025-11-17 16:00:00,2025-11-17,,0.4340699368625506,GBPUSD_20251117_16
GBPUSD_setup_000034_202511172200,GBPUSD,2025-11-17 22:00:00,2,ADX<20+ADX<13,11.877179504244564,neutral,weak_bearish,2025-11-17 20:00:00,2025-11-17,,0.4349016149143843,GBPUSD_20251117_22
GBPUSD_setup_000035_202512011700,GBPUSD,2025-12-01 17:00:00,2,ADX<20+ADX<13,11.819210915195097,weak_bullish,weak_bullish,2025-12-01 16:00:00,2025-12-01,,0.5293325872264574,GBPUSD_20251201_17
GBPUSD_setup_000036_202512012300,GBPUSD,2025-12-01 23:00:00,2,ADX<20+ADX<13,11.737913748283463,neutral,weak_bullish,2025-12-01 20:00:00,2025-12-01,,0.5299657793525421,GBPUSD_20251201_23
GBPUSD_setup_000037_202512020500,GBPUSD,2025-12-02 05:00:00,2,ADX<20+ADX<13,11.641476933121847,neutral,weak_bullish,2025-12-02 04:00:00,2025-12-02,,0.547907884878812,GBPUSD_20251202_05
