event_id,setup_id,symbol,breakout_timestamp,breakout_direction,entry_price,trend_alignment,h4_trend_bias,d1_trend_bias,returns_1bar,returns_5bar,returns_10bar,returns_20bar,mfe_pct,mae_pct,hit_1r,hit_2r,hit_3r,stop_triggered,stop_after_entry,pnl_5bar,pnl_10bar,pnl_20bar
EURUSD_202506101300_up_000001,EURUSD_setup_000002_202506090900,EURUSD,2025-06-10 13:00:00,up,1.14425,with_trend,neutral,bullish,-0.14944286650645405,-0.1975092855582197,-0.04631854926807248,-0.07078872623989316,0.04282280970068617,0.10749399169762415,False,False,False,False,False,-0.1975092855582197,-0.04631854926807248,-0.07078872623989316
EURUSD_202506111200_up_000003,EURUSD_setup_000007_202506101700,EURUSD,2025-06-11 12:00:00,up,1.14602,with_trend,neutral,bullish,0.08464075670580926,0.32198390953037215,0.39528105966736377,0.7294811608872378,0.7565312996282748,-0.5453657004240647,True,False,False,False,False,0.32198390953037215,0.39528105966736377,0.7294811608872378
EURUSD_202506160700_up_000006,EURUSD_setup_000010_202506160200,EURUSD,2025-06-16 07:00:00,up,1.15784,with_trend,bullish,bullish,-0.0034547087680543084,0.045774891176686025,-0.0069094175360894395,-0.14423409106612833,0.31006011193256255,-0.09241345954537125,False,False,False,False,False,0.045774891176686025,-0.0069094175360894395,-0.14423409106612833
EURUSD_202506171400_down_000007,EURUSD_setup_000012_202506171300,EURUSD,2025-06-17 14:00:00,down,1.15263,against_trend,neutral,bullish,0.06506858228573163,-0.36611922299437916,-0.29758031632007187,-0.287169343154364,0.06940648777145605,0.29758031632007187,True,False,False,False,False,0.36611922299437916,0.29758031632007187,0.287169343154364
EURUSD_202506190100_down_000008,EURUSD_setup_000013_202506181200,EURUSD,2025-06-19 01:00:00,down,1.14528,against_trend,neutral,bullish,0.018336127409894827,0.11787510477786763,0.24360854987425326,0.36235680357640715,-0.34140122939367296,0.4103799944118404,False,False,False,False,False,-0.11787510477786763,-0.24360854987425326,-0.36235680357640715
EURUSD_202506191900_up_000011,EURUSD_setup_000017_202506191800,EURUSD,2025-06-19 19:00:00,up,1.14974,with_trend,bearish,bullish,0.0008697618592086483,0.21744046480073292,0.258319272183269,0.19047784716545796,0.32442117348270144,-0.23135665454799403,False,False,False,False,False,0.21744046480073292,0.258319272183269,0.19047784716545796
EURUSD_202506231000_down_000012,EURUSD_setup_000018_202506201400,EURUSD,2025-06-23 10:00:00,down,1.14622,against_trend,neutral,bullish,0.08898815236167759,0.6525797839856162,1.011149692031197,1.2440892673308734,-1.2196611470747416,1.3950201531992068,False,False,False,True,True,-0.6525797839856162,-1.011149692031197,-1.2440892673308734
EURUSD_202506222100_down_000013,EURUSD_setup_000019_202506202000,EURUSD,2025-06-22 21:00:00,down,1.14726,against_trend,neutral,bullish,0.1385910778724945,0.2309851297874973,0.2240119937939056,0.8402628872269663,-0.5901016334571209,0.8768718511932743,False,False,False,True,True,-0.2309851297874973,-0.2240119937939056,-0.8402628872269663
EURUSD_202506251600_up_000014,EURUSD_setup_000020_202506241300,EURUSD,2025-06-25 16:00:00,up,1.16305,with_trend,bullish,bullish,0.10059756674262632,0.2175314904776358,0.5133055328661735,0.6525944714328693,0.9810412278062116,-0.7102016250376301,True,False,False,False,False,0.2175314904776358,0.5133055328661735,0.6525944714328693
EURUSD_202506251800_up_000015,EURUSD_setup_000021_202506250300,EURUSD,2025-06-25 18:00:00,up,1.16606,with_trend,bullish,bullish,-0.02229730888634796,0.19209989194379343,0.16208428382758583,0.4064970927739538,0.7203745947892872,-0.45023412174330446,True,False,False,False,False,0.19209989194379343,0.16208428382758583,0.4064970927739538
