min_score,max_wait,min_atr,require_structural,setups,breakouts,breakout_rate,win_rate_5bar,win_loss_ratio,expectancy,hit_1r,stop_rate,validation,score
3,15,0.5,True,1125,401,0.35644444444444445,0.5187032418952618,1.0191255564842394,0.01339852031679134,0.1596009975062344,0.13216957605985039,逻辑需要调整,0.44940003339386175
3,20,0.1,False,1134,875,0.7716049382716049,0.5325714285714286,1.146651255899322,0.03470224966832618,0.15085714285714286,0.21257142857142858,逻辑需要调整,1.1685953592824958
3,20,0.1,True,1125,867,0.7706666666666667,0.5317185697808535,1.135738532325591,0.033048096141318456,0.1522491349480969,0.21337946943483277,逻辑需要调整,1.1084668424840485
3,20,0.25,False,1134,741,0.6534391534391535,0.4939271255060729,1.1367943101782083,0.013644480075951884,0.16869095816464239,0.19433198380566802,逻辑需要调整,0.4594767269838771
3,20,0.25,True,1125,734,0.6524444444444445,0.4904632152588556,1.147491458742093,0.013136136967041606,0.17029972752043596,0.19618528610354224,逻辑需要调整,0.4405994283007942
3,20,0.5,False,1134,514,0.4532627865961199,0.519455252918288,1.1128993102032794,0.02609318199266436,0.16342412451361868,0.1614785992217899,逻辑需要调整,0.8786857243256045
3,20,0.5,True,1125,507,0.45066666666666666,0.5128205128205128,1.1202317246477067,0.023443175414884304,0.16568047337278108,0.16370808678500987,逻辑需要调整,0.786308007541997
3,30,0.1,False,1134,991,0.8738977072310405,0.5297679112008072,1.1953399453820033,0.038170971692798344,0.1432896064581231,0.32896064581231077,逻辑需要调整,1.2854042837522814
3,30,0.1,True,1125,982,0.8728888888888889,0.5295315682281059,1.1830944076097447,0.0367938732092563,0.1446028513238289,0.3289205702647658,逻辑需要调整,1.2341040247710813
3,30,0.25,False,1134,884,0.7795414462081128,0.4920814479638009,1.194630489576421,0.019031065616064255,0.166289592760181,0.30995475113122173,逻辑需要调整,0.6408695451647375
