trade_id,symbol,direction,entry_time,exit_time,exit_rule,gross_pnl_pct,net_pnl_pct,bars_held,fold
T000001,EURUSD,up,2024-08-02 12:00:00,2024-08-02 17:00:00,fixed_hold_5bar,0.18364292469721888,0.16864292469721887,5,train
T000002,EURUSD,down,2024-09-23 07:00:00,2024-09-23 12:00:00,fixed_hold_5bar,-0.1891721466534538,-0.2041721466534538,5,train
T000003,EURUSD,down,2024-10-01 07:00:00,2024-10-01 12:00:00,fixed_hold_5bar,0.39497597754306185,0.37997597754306184,5,train
T000004,EURUSD,up,2024-12-05 13:00:00,2024-12-05 18:00:00,fixed_hold_5bar,0.010410160316474033,-0.004589839683525967,5,train
T000005,EURUSD,down,2024-12-10 08:00:00,2024-12-10 13:00:00,fixed_hold_5bar,0.14140110463681663,0.12640110463681664,5,train
T000006,EURUSD,up,2025-01-20 13:00:00,2025-01-20 18:00:00,fixed_hold_5bar,-0.014426267347595573,-0.029426267347595573,5,train
T000007,EURUSD,up,2025-01-24 03:00:00,2025-01-24 08:00:00,fixed_hold_5bar,0.4528135710046048,0.4378135710046048,5,train
T000008,EURUSD,up,2025-04-09 00:00:00,2025-04-09 05:00:00,fixed_hold_5bar,0.42398656316673045,0.40898656316673043,5,train
T000009,EURUSD,up,2025-06-02 05:00:00,2025-06-02 10:00:00,fixed_hold_5bar,0.31373031496063636,0.29873031496063635,5,train
T000010,EURUSD,up,2025-06-11 12:00:00,2025-06-11 17:00:00,fixed_hold_5bar,0.32198390953037215,0.30698390953037213,5,train
T000011,EURUSD,down,2026-03-08 21:00:00,2026-03-09 02:00:00,fixed_hold_5bar,0.19226105934110652,0.17726105934110653,5,test
T000012,GBPUSD,down,2024-08-06 09:00:00,2024-08-06 14:00:00,fixed_hold_5bar,0.03304536656751994,0.01804536656751994,5,train
T000013,GBPUSD,down,2024-09-11 13:00:00,2024-09-11 18:00:00,fixed_hold_5bar,-0.08287038457996762,-0.09787038457996762,5,train
T000014,GBPUSD,down,2024-10-01 07:00:00,2024-10-01 12:00:00,fixed_hold_5bar,0.14994976682811273,0.13494976682811272,5,train
T000015,GBPUSD,down,2024-11-21 15:00:00,2024-11-21 20:00:00,fixed_hold_5bar,0.1735712077861457,0.1585712077861457,5,train
T000016,GBPUSD,down,2025-01-02 08:00:00,2025-01-02 13:00:00,fixed_hold_5bar,0.7505501100219999,0.7355501100219999,5,train
T000017,GBPUSD,up,2025-02-20 17:00:00,2025-02-20 22:00:00,fixed_hold_5bar,0.1122378810752687,0.0972378810752687,5,train
T000018,GBPUSD,up,2025-02-20 15:00:00,2025-02-20 20:00:00,fixed_hold_5bar,0.23417721518987925,0.21917721518987926,5,train
T000019,GBPUSD,down,2025-03-26 12:00:00,2025-03-26 17:00:00,fixed_hold_5bar,0.07368568015761029,0.05868568015761029,5,train
T000020,GBPUSD,up,2025-04-28 13:00:00,2025-04-28 18:00:00,fixed_hold_5bar,0.4429115448784555,0.4279115448784555,5,train
T000021,GBPUSD,up,2025-05-06 10:00:00,2025-05-06 15:00:00,fixed_hold_5bar,0.12284368141540535,0.10784368141540535,5,train
T000022,GBPUSD,down,2025-05-07 19:00:00,2025-05-08 00:00:00,fixed_hold_5bar,0.008272978196929405,-0.006727021803070594,5,train
T000023,GBPUSD,up,2025-05-19 06:00:00,2025-05-19 11:00:00,fixed_hold_5bar,0.4571866132156156,0.4421866132156156,5,train
T000024,GBPUSD,up,2025-06-02 06:00:00,2025-06-02 11:00:00,fixed_hold_5bar,0.033257211271982015,0.018257211271982016,5,train
