event_id,symbol,breakout_timestamp,direction,entry_price,returns_5bar,returns_10bar,pnl_5bar,trend_alignment,stopped
GBPUSD_202604231900_down_000038,GBPUSD,2026-04-23 19:00:00,down,1.3467,0.00371277938665668,-0.015593673423928379,-0.00371277938665668,against_trend,False
GBPUSD_202604231900_down_000039,GBPUSD,2026-04-23 19:00:00,down,1.3467,0.00371277938665668,-0.015593673423928379,-0.00371277938665668,against_trend,False
GBPUSD_202605242100_up_000040,GBPUSD,2026-05-24 21:00:00,up,1.34566,0.1463965637679672,0.20510381522820575,0.1463965637679672,against_trend,False
USDJPY_202406171100_up_000041,USDJPY,2024-06-17 11:00:00,up,157.84,-0.03864673086670492,-0.07412569690825534,-0.03864673086670492,with_trend,False
USDJPY_202406180700_up_000042,USDJPY,2024-06-18 07:00:00,up,158.123,-0.18719604358631717,-0.17265040506440943,-0.18719604358631717,with_trend,False
USDJPY_202406180700_up_000043,USDJPY,2024-06-18 07:00:00,up,158.123,-0.18719604358631717,-0.17265040506440943,-0.18719604358631717,with_trend,False
USDJPY_202409200900_up_000044,USDJPY,2024-09-20 09:00:00,up,143.934,0.33418094404379406,-0.01181096891630602,0.33418094404379406,with_trend,False
USDJPY_202409242200_down_000045,USDJPY,2024-09-24 22:00:00,down,143.039,0.17757394836374632,0.6250043694377097,-0.17757394836374632,with_trend,True
USDJPY_202410140700_up_000046,USDJPY,2024-10-14 07:00:00,up,149.352,0.25577159997857746,0.3448229685574926,0.25577159997857746,with_trend,False
USDJPY_202410141000_up_000047,USDJPY,2024-10-14 10:00:00,up,149.512,0.20734121675852257,0.16453528813741325,0.20734121675852257,with_trend,False
USDJPY_202410141000_up_000048,USDJPY,2024-10-14 10:00:00,up,149.512,0.20734121675852257,0.16453528813741325,0.20734121675852257,with_trend,False
USDJPY_202412031300_down_000049,USDJPY,2024-12-03 13:00:00,down,148.852,0.12294090774728772,0.5092306452046393,-0.12294090774728772,with_trend,True
USDJPY_202412231200_up_000050,USDJPY,2024-12-23 12:00:00,up,157.135,0.012091513666595893,0.000636395456139482,0.012091513666595893,with_trend,False
USDJPY_202501061200_down_000051,USDJPY,2025-01-06 12:00:00,down,156.78,0.4611557596632126,0.5211123867840333,-0.4611557596632126,with_trend,True
USDJPY_202501060100_up_000052,USDJPY,2025-01-06 01:00:00,up,157.613,0.02030289379683826,-0.2652065502211152,0.02030289379683826,with_trend,True
USDJPY_202501100400_up_000053,USDJPY,2025-01-10 04:00:00,up,158.381,-0.28665054520429073,-0.2664461014894445,-0.28665054520429073,with_trend,True
USDJPY_202501221500_up_000054,USDJPY,2025-01-22 15:00:00,up,156.396,0.0946315762551629,0.09527097879741228,0.0946315762551629,against_trend,False
USDJPY_202501300000_down_000055,USDJPY,2025-01-30 00:00:00,down,154.715,-0.15318488834307906,-0.14413599198527174,0.15318488834307906,with_trend,False
USDJPY_202502280700_up_000056,USDJPY,2025-02-28 07:00:00,up,150.429,0.15090175431599218,-0.046533580626071554,0.15090175431599218,against_trend,False
USDJPY_202504202200_down_000057,USDJPY,2025-04-20 22:00:00,down,141.737,-0.6935380317066144,-0.8226504018005157,0.6935380317066144,with_trend,False
USDJPY_202504202200_down_000058,USDJPY,2025-04-20 22:00:00,down,141.737,-0.6935380317066144,-0.8226504018005157,0.6935380317066144,with_trend,False
USDJPY_202504202200_down_000059,USDJPY,2025-04-20 22:00:00,down,141.737,-0.6935380317066144,-0.8226504018005157,0.6935380317066144,with_trend,False
USDJPY_202506171600_up_000060,USDJPY,2025-06-17 16:00:00,up,145.217,-0.0117066183711441,-0.06817383639657751,-0.0117066183711441,with_trend,False
USDJPY_202508070600_down_000061,USDJPY,2025-08-07 06:00:00,down,146.851,0.3105188252037704,0.3459288666743909,-0.3105188252037704,with_trend,False
USDJPY_202508081200_up_000062,USDJPY,2025-08-08 12:00:00,up,147.839,-0.06967038467522686,-0.07643449969223245,-0.06967038467522686,against_trend,False
USDJPY_202508080900_up_000063,USDJPY,2025-08-08 09:00:00,up,147.705,0.07244169120882794,0.030466131816788523,0.07244169120882794,neutral,False
USDJPY_202508080900_up_000064,USDJPY,2025-08-08 09:00:00,up,147.705,0.07244169120882794,0.030466131816788523,0.07244169120882794,neutral,False
USDJPY_202508270900_up_000065,USDJPY,2025-08-27 09:00:00,up,148.03,-0.1155171249071082,-0.3776261568600942,-0.1155171249071082,against_trend,False
USDJPY_202508270900_up_000066,USDJPY,2025-08-27 09:00:00,up,148.03,-0.1155171249071082,-0.3776261568600942,-0.1155171249071082,against_trend,False
USDJPY_202509020100_up_000067,USDJPY,2025-09-02 01:00:00,up,147.538,0.28535021485989526,0.7299814285133308,0.28535021485989526,against_trend,False
USDJPY_202509020100_up_000068,USDJPY,2025-09-02 01:00:00,up,147.538,0.28535021485989526,0.7299814285133308,0.28535021485989526,against_trend,False
USDJPY_202509051200_down_000069,USDJPY,2025-09-05 12:00:00,down,147.294,-0.01629394272679193,0.7712466224014526,0.01629394272679193,against_trend,False
USDJPY_202509160200_down_000070,USDJPY,2025-09-16 02:00:00,down,147.148,-0.1787316171473654,-0.03737733438443391,0.1787316171473654,neutral,False
USDJPY_202510210400_up_000071,USDJPY,2025-10-21 04:00:00,up,151.072,0.47659394196144805,0.5242533361575947,0.47659394196144805,with_trend,False
USDJPY_202510210900_up_000072,USDJPY,2025-10-21 09:00:00,up,151.792,0.04743332981975515,0.07773795720459246,0.04743332981975515,with_trend,False
USDJPY_202601090000_up_000073,USDJPY,2026-01-09 00:00:00,up,157.002,0.23566578769697488,0.4114597266276777,0.23566578769697488,with_trend,False
USDJPY_202601090500_up_000074,USDJPY,2026-01-09 05:00:00,up,157.372,0.17538062679509825,0.3132704674274934,0.17538062679509825,with_trend,False
USDJPY_202602062100_up_000075,USDJPY,2026-02-06 21:00:00,up,157.24,-0.2607479012973776,-0.41147290765709726,-0.2607479012973776,with_trend,True
USDJPY_202603082200_up_000076,USDJPY,2026-03-08 22:00:00,up,158.311,0.34489075301147254,0.20087043856711387,0.34489075301147254,with_trend,False
USDJPY_202603251800_up_000077,USDJPY,2026-03-25 18:00:00,up,159.411,-0.01568273205738982,0.01129156708131853,-0.01568273205738982,with_trend,False
AUDUSD_202406140600_down_000078,AUDUSD,2024-06-14 06:00:00,down,0.66206,-0.07703229314563793,-0.06192792194061286,0.07703229314563793,against_trend,False
AUDUSD_202409061400_down_000079,AUDUSD,2024-09-06 14:00:00,down,0.66985,-0.36575352690900237,-0.45980443382846486,0.36575352690900237,with_trend,False
AUDUSD_202409121600_up_000080,AUDUSD,2024-09-12 16:00:00,up,0.67051,0.24608134106872814,0.2848577948128987,0.24608134106872814,against_trend,False
AUDUSD_202410311300_down_000081,AUDUSD,2024-10-31 13:00:00,down,0.65483,0.39857672983827885,0.4260647801719468,-0.39857672983827885,with_trend,False
AUDUSD_202411252300_down_000082,AUDUSD,2024-11-25 23:00:00,down,0.64631,0.4564373133635402,0.3372994383500116,-0.4564373133635402,with_trend,False
AUDUSD_202412061100_down_000083,AUDUSD,2024-12-06 11:00:00,down,0.64157,-0.5393020247206102,-0.4769549698396047,0.5393020247206102,with_trend,False
AUDUSD_202412311500_down_000084,AUDUSD,2024-12-31 15:00:00,down,0.61914,-0.040378589656616025,0.3197984300804312,0.040378589656616025,with_trend,False
AUDUSD_202501171200_down_000085,AUDUSD,2025-01-17 12:00:00,down,0.61854,0.3007081191192118,0.17460471432728197,-0.3007081191192118,with_trend,False
AUDUSD_202501171200_down_000086,AUDUSD,2025-01-17 12:00:00,down,0.61854,0.3007081191192118,0.17460471432728197,-0.3007081191192118,with_trend,False
AUDUSD_202501171200_down_000087,AUDUSD,2025-01-17 12:00:00,down,0.61854,0.3007081191192118,0.17460471432728197,-0.3007081191192118,with_trend,False
AUDUSD_202501201300_up_000088,AUDUSD,2025-01-20 13:00:00,up,0.62651,-0.054268886370529915,0.23622927008348418,-0.054268886370529915,against_trend,False
AUDUSD_202501201300_up_000089,AUDUSD,2025-01-20 13:00:00,up,0.62651,-0.054268886370529915,0.23622927008348418,-0.054268886370529915,neutral,False
AUDUSD_202501201300_up_000090,AUDUSD,2025-01-20 13:00:00,up,0.62651,-0.054268886370529915,0.23622927008348418,-0.054268886370529915,with_trend,False
AUDUSD_202501240200_up_000091,AUDUSD,2025-01-24 02:00:00,up,0.63176,-0.060149423831824735,-0.13454476383437025,-0.060149423831824735,with_trend,False
AUDUSD_202501240200_up_000092,AUDUSD,2025-01-24 02:00:00,up,0.63176,-0.060149423831824735,-0.13454476383437025,-0.060149423831824735,with_trend,False
AUDUSD_202501231600_up_000093,AUDUSD,2025-01-23 16:00:00,up,0.62862,-0.0381788679965491,0.4995068562883828,-0.0381788679965491,with_trend,True
AUDUSD_202502200800_up_000094,AUDUSD,2025-02-20 08:00:00,up,0.63736,0.023534580143087652,0.4534329107568639,0.023534580143087652,with_trend,False
AUDUSD_202502200800_up_000095,AUDUSD,2025-02-20 08:00:00,up,0.63736,0.023534580143087652,0.4534329107568639,0.023534580143087652,with_trend,False
AUDUSD_202502200800_up_000096,AUDUSD,2025-02-20 08:00:00,up,0.63736,0.023534580143087652,0.4534329107568639,0.023534580143087652,with_trend,False
AUDUSD_202503101700_down_000097,AUDUSD,2025-03-10 17:00:00,down,0.62862,-0.2306639941458992,-0.19725748464889886,0.2306639941458992,against_trend,False
AUDUSD_202503280300_down_000098,AUDUSD,2025-03-28 03:00:00,down,0.62828,0.22283058508946138,0.407461641306425,-0.22283058508946138,against_trend,False
AUDUSD_202504281800_up_000099,AUDUSD,2025-04-28 18:00:00,up,0.64251,0.038909900235011514,-0.2023314812220944,0.038909900235011514,with_trend,False
AUDUSD_202504281800_up_000100,AUDUSD,2025-04-28 18:00:00,up,0.64251,0.038909900235011514,-0.2023314812220944,0.038909900235011514,with_trend,False
AUDUSD_202506120100_down_000101,AUDUSD,2025-06-12 01:00:00,down,0.64922,0.08933797480053371,0.34348911000892673,-0.08933797480053371,against_trend,True
AUDUSD_202506202000_down_000102,AUDUSD,2025-06-20 20:00:00,down,0.64462,-0.3102603083987468,-0.3924792901244022,0.3102603083987468,with_trend,False
AUDUSD_202507221400_up_000103,AUDUSD,2025-07-22 14:00:00,up,0.65455,0.1099992361164241,0.1741654571843297,0.1099992361164241,neutral,False
AUDUSD_202508060200_up_000104,AUDUSD,2025-08-06 02:00:00,up,0.64825,0.18202853837253513,0.3208638642498991,0.18202853837253513,against_trend,False
AUDUSD_202508060200_up_000105,AUDUSD,2025-08-06 02:00:00,up,0.64825,0.18202853837253513,0.3208638642498991,0.18202853837253513,with_trend,False
AUDUSD_202512101900_up_000106,AUDUSD,2025-12-10 19:00:00,up,0.66666,-0.06600066000659946,-0.4815048150481574,-0.06600066000659946,with_trend,False
AUDUSD_202512101900_up_000107,AUDUSD,2025-12-10 19:00:00,up,0.66666,-0.06600066000659946,-0.4815048150481574,-0.06600066000659946,with_trend,False
AUDUSD_202602241200_down_000108,AUDUSD,2026-02-24 12:00:00,down,0.70421,0.31950696525183886,0.26270572698485084,-0.31950696525183886,against_trend,True
AUDUSD_202602250200_up_000109,AUDUSD,2026-02-25 02:00:00,up,0.70945,0.12685883430826864,-0.038057650292479026,0.12685883430826864,with_trend,False
AUDUSD_202603030900_down_000110,AUDUSD,2026-03-03 09:00:00,down,0.704,-0.9204545454545356,0.032670454545463565,0.9204545454545356,with_trend,False
AUDUSD_202603261100_down_000111,AUDUSD,2026-03-26 11:00:00,down,0.69097,-0.15919649188821366,-0.29234264874018,0.15919649188821366,with_trend,False
AUDUSD_202603261000_down_000112,AUDUSD,2026-03-26 10:00:00,down,0.69331,-0.32164543999076234,-0.6476179486809645,0.32164543999076234,with_trend,False
CADJPY_202406261000_up_000113,CADJPY,2024-06-26 10:00:00,up,117.113,0.1536977107579917,0.22969268996610578,0.1536977107579917,with_trend,False
CADJPY_202407220500_down_000114,CADJPY,2024-07-22 05:00:00,down,114.322,-0.20293556795717302,-0.14257973093542511,0.20293556795717302,with_trend,False
CADJPY_202407220500_down_000115,CADJPY,2024-07-22 05:00:00,down,114.322,-0.20293556795717302,-0.14257973093542511,0.20293556795717302,with_trend,False
CADJPY_202408301500_up_000116,CADJPY,2024-08-30 15:00:00,up,108.158,0.13683684979381658,0.17936722202703695,0.13683684979381658,with_trend,False
CADJPY_202409101400_down_000117,CADJPY,2024-09-10 14:00:00,down,104.902,-0.26691578806886535,-0.3746353739680851,0.26691578806886535,with_trend,False
CADJPY_202409101400_down_000118,CADJPY,2024-09-10 14:00:00,down,104.902,-0.26691578806886535,-0.3746353739680851,0.26691578806886535,with_trend,False
CADJPY_202409101400_down_000119,CADJPY,2024-09-10 14:00:00,down,104.902,-0.26691578806886535,-0.3746353739680851,0.26691578806886535,with_trend,False
CADJPY_202412061300_down_000120,CADJPY,2024-12-06 13:00:00,down,106.2,-0.24387947269303234,-0.24858757062146494,0.24387947269303234,with_trend,False
CADJPY_202412061300_down_000121,CADJPY,2024-12-06 13:00:00,down,106.2,-0.24387947269303234,-0.24858757062146494,0.24387947269303234,with_trend,False
CADJPY_202412061300_down_000122,CADJPY,2024-12-06 13:00:00,down,106.2,-0.24387947269303234,-0.24858757062146494,0.24387947269303234,with_trend,False
CADJPY_202501031600_down_000123,CADJPY,2025-01-03 16:00:00,down,108.737,0.05333970957448425,0.7439969835474693,-0.05333970957448425,with_trend,True
CADJPY_202501270800_down_000124,CADJPY,2025-01-27 08:00:00,down,107.885,-0.45789498076655677,-0.5014598878435473,0.45789498076655677,with_trend,False
CADJPY_202504151400_down_000125,CADJPY,2025-04-15 14:00:00,down,102.625,-0.10426309378806269,-0.22119366626066148,0.10426309378806269,with_trend,False
CADJPY_202504151400_down_000126,CADJPY,2025-04-15 14:00:00,down,102.625,-0.10426309378806269,-0.22119366626066148,0.10426309378806269,with_trend,False
CADJPY_202504151400_down_000127,CADJPY,2025-04-15 14:00:00,down,102.625,-0.10426309378806269,-0.22119366626066148,0.10426309378806269,with_trend,False
CADJPY_202504210000_down_000128,CADJPY,2025-04-21 00:00:00,down,102.165,-0.18597367004356868,-0.08515636470415827,0.18597367004356868,with_trend,False
CADJPY_202504210000_down_000129,CADJPY,2025-04-21 00:00:00,down,102.165,-0.18597367004356868,-0.08515636470415827,0.18597367004356868,with_trend,False
CADJPY_202504210000_down_000130,CADJPY,2025-04-21 00:00:00,down,102.165,-0.18597367004356868,-0.08515636470415827,0.18597367004356868,with_trend,False
CADJPY_202504281400_down_000131,CADJPY,2025-04-28 14:00:00,down,103.265,-0.4406139543891912,-0.45513968914927505,0.4406139543891912,with_trend,False
CADJPY_202505270000_down_000132,CADJPY,2025-05-27 00:00:00,down,103.665,0.5826460232479614,1.0138426662807964,-0.5826460232479614,with_trend,True
CADJPY_202507281500_up_000133,CADJPY,2025-07-28 15:00:00,up,108.207,-0.07393237036420777,-0.04713188610717211,-0.07393237036420777,with_trend,False
CADJPY_202508270300_up_000134,CADJPY,2025-08-27 03:00:00,up,106.806,-0.00374510795272801,0.08239237496021579,-0.00374510795272801,against_trend,False
CADJPY_202508270300_up_000135,CADJPY,2025-08-27 03:00:00,up,106.806,-0.00374510795272801,0.08239237496021579,-0.00374510795272801,against_trend,False
CADJPY_202508271000_up_000136,CADJPY,2025-08-27 10:00:00,up,106.918,-0.05798836491517969,-0.030864774874203825,-0.05798836491517969,against_trend,False
CADJPY_202512120800_up_000137,CADJPY,2025-12-12 08:00:00,up,113.254,0.1192010878202897,-0.10507355148604003,0.1192010878202897,with_trend,False
CADJPY_202601211400_up_000138,CADJPY,2026-01-21 14:00:00,up,114.575,-0.05062186340825392,-0.13091861226271498,-0.05062186340825392,neutral,False
CADJPY_202601211400_up_000139,CADJPY,2026-01-21 14:00:00,up,114.575,-0.05062186340825392,-0.13091861226271498,-0.05062186340825392,neutral,False
CADJPY_202602271500_up_000140,CADJPY,2026-02-27 15:00:00,up,114.432,0.052432885906042254,0.03145973154362535,0.052432885906042254,with_trend,False
CADJPY_202603051100_up_000141,CADJPY,2026-03-05 11:00:00,up,115.427,-0.3014892529477619,-0.18886395730635253,-0.3014892529477619,with_trend,False
CADJPY_202603061600_up_000142,CADJPY,2026-03-06 16:00:00,up,115.915,0.3209248155976361,0.7298451451494538,0.3209248155976361,with_trend,False
CADJPY_202603190700_down_000143,CADJPY,2026-03-19 07:00:00,down,115.933,-0.1354230460697219,-0.8297896198666499,0.1354230460697219,with_trend,False
CADJPY_202604161200_up_000144,CADJPY,2026-04-16 12:00:00,up,115.949,0.2164744844716253,0.16990228462513926,0.2164744844716253,with_trend,False
CHFJPY_202407220500_down_000145,CHFJPY,2024-07-22 05:00:00,down,176.673,0.011320348893158678,-0.10867534937427184,-0.011320348893158678,with_trend,False
CHFJPY_202407220500_down_000146,CHFJPY,2024-07-22 05:00:00,down,176.673,0.011320348893158678,-0.10867534937427184,-0.011320348893158678,with_trend,False
CHFJPY_202407220500_down_000147,CHFJPY,2024-07-22 05:00:00,down,176.673,0.011320348893158678,-0.10867534937427184,-0.011320348893158678,with_trend,False
CHFJPY_202412261100_up_000148,CHFJPY,2024-12-26 11:00:00,up,175.088,0.26215388833044134,0.41636205793658815,0.26215388833044134,with_trend,False
CHFJPY_202503031000_up_000149,CHFJPY,2025-03-03 10:00:00,up,167.276,-0.03287979148234464,-0.36705803582104085,-0.03287979148234464,against_trend,False
CHFJPY_202503031100_up_000150,CHFJPY,2025-03-03 11:00:00,up,167.701,-0.20214548511934852,-0.5861622769095021,-0.20214548511934852,against_trend,False
CHFJPY_202503031100_up_000151,CHFJPY,2025-03-03 11:00:00,up,167.701,-0.20214548511934852,-0.5861622769095021,-0.20214548511934852,against_trend,False
CHFJPY_202503031100_up_000152,CHFJPY,2025-03-03 11:00:00,up,167.701,-0.20214548511934852,-0.5861622769095021,-0.20214548511934852,against_trend,True
CHFJPY_202503031100_up_000153,CHFJPY,2025-03-03 11:00:00,up,167.701,-0.20214548511934852,-0.5861622769095021,-0.20214548511934852,against_trend,True
CHFJPY_202503101400_down_000154,CHFJPY,2025-03-10 14:00:00,down,167.174,-0.04426525655904164,-0.048452510557872204,0.04426525655904164,with_trend,False
CHFJPY_202503101300_down_000155,CHFJPY,2025-03-10 13:00:00,down,167.366,-0.18044286175210072,-0.14758075116810707,0.18044286175210072,with_trend,False
CHFJPY_202504171200_down_000156,CHFJPY,2025-04-17 12:00:00,down,173.953,-0.24259426396785166,-0.121297131983934,0.24259426396785166,with_trend,False
CHFJPY_202504251300_up_000157,CHFJPY,2025-04-25 13:00:00,up,173.171,0.2419573716153462,0.2644784634840698,0.2419573716153462,with_trend,False
CHFJPY_202506031100_down_000158,CHFJPY,2025-06-03 11:00:00,down,174.235,0.28983843659425224,0.32197893649380355,-0.28983843659425224,neutral,False
CHFJPY_202506031100_down_000159,CHFJPY,2025-06-03 11:00:00,down,174.235,0.28983843659425224,0.32197893649380355,-0.28983843659425224,neutral,False
CHFJPY_202506031100_down_000160,CHFJPY,2025-06-03 11:00:00,down,174.235,0.28983843659425224,0.32197893649380355,-0.28983843659425224,neutral,False
CHFJPY_202506031100_down_000161,CHFJPY,2025-06-03 11:00:00,down,174.235,0.28983843659425224,0.32197893649380355,-0.28983843659425224,with_trend,False
CHFJPY_202506041000_up_000162,CHFJPY,2025-06-04 10:00:00,up,175.093,-0.2655731525532165,-0.39064954052988843,-0.2655731525532165,neutral,False
CHFJPY_202508140000_down_000163,CHFJPY,2025-08-14 00:00:00,down,182.232,-0.23212169103121397,-0.18931910970630783,0.23212169103121397,with_trend,False
CHFJPY_202508132300_down_000164,CHFJPY,2025-08-13 23:00:00,down,182.793,-0.559649439529958,-0.5273724923820926,0.559649439529958,with_trend,False
CHFJPY_202508221500_down_000165,CHFJPY,2025-08-22 15:00:00,down,183.155,0.059512434822968995,0.1670716060167681,-0.059512434822968995,with_trend,False
CHFJPY_202508271200_up_000166,CHFJPY,2025-08-27 12:00:00,up,183.879,-0.09136442986963055,-0.10224114771126022,-0.09136442986963055,neutral,False
CHFJPY_202508271200_up_000167,CHFJPY,2025-08-27 12:00:00,up,183.879,-0.09136442986963055,-0.10224114771126022,-0.09136442986963055,neutral,False
CHFJPY_202510192300_up_000168,CHFJPY,2025-10-19 23:00:00,up,190.147,-0.10623359821611605,-0.017354993767972695,-0.10623359821611605,with_trend,False
CHFJPY_202510192300_up_000169,CHFJPY,2025-10-19 23:00:00,up,190.147,-0.10623359821611605,-0.017354993767972695,-0.10623359821611605,with_trend,False
CHFJPY_202510210500_up_000170,CHFJPY,2025-10-21 05:00:00,up,190.943,0.1330239914529418,-0.05865624819973667,0.1330239914529418,with_trend,False
CHFJPY_202510210500_up_000171,CHFJPY,2025-10-21 05:00:00,up,190.943,0.1330239914529418,-0.05865624819973667,0.1330239914529418,with_trend,False
CHFJPY_202510210500_up_000172,CHFJPY,2025-10-21 05:00:00,up,190.943,0.1330239914529418,-0.05865624819973667,0.1330239914529418,with_trend,False
CHFJPY_202601050800_down_000173,CHFJPY,2026-01-05 08:00:00,down,197.249,-0.056781022970962984,0.012167362065207382,0.056781022970962984,against_trend,False
CHFJPY_202601301300_up_000174,CHFJPY,2026-01-30 13:00:00,up,200.74,-0.2739862508717801,-0.0712364252266617,-0.2739862508717801,with_trend,False
CHFJPY_202601301300_up_000175,CHFJPY,2026-01-30 13:00:00,up,200.74,-0.2739862508717801,-0.0712364252266617,-0.2739862508717801,with_trend,False
CHFJPY_202602231100_down_000176,CHFJPY,2026-02-23 11:00:00,down,199.569,-0.04409502477839437,0.005010798270282122,0.04409502477839437,against_trend,True
CHFJPY_202602231100_down_000177,CHFJPY,2026-02-23 11:00:00,down,199.569,-0.04409502477839437,0.005010798270282122,0.04409502477839437,against_trend,True
CHFJPY_202602240700_up_000178,CHFJPY,2026-02-24 07:00:00,up,201.265,0.043226591806830555,0.05813231311952831,0.043226591806830555,neutral,False
