generated_at,action,status,symbol,mt5_symbol,tick_time,d1_latest,d1_close,ma144,ma169,ma200,close_vs_ma144,close_vs_ma169,close_vs_ma200,ma_relation,ma_structure,d1_risk_hex,d1_risk_hex_source,d1_risk_direction,lower_tf_permission,h1_latest,h1_hex,h1_bb_width,h1_sr_range_pct,h1_adx,h1_adx_tier,m15_latest,m15_hex,m15_sr_breakout,m15_breakout_direction,m15_bb_width,m15_sr_range_pct,m15_adx,m15_adx_tier,d1_bb_width,d1_sr_range_pct,d1_adx,d1_adx_tier,pivot_contracting,pivot_count,pivot_30d_low,pivot_squeeze_score,fresh_d1_raw_latest,fresh_d1_db_latest,fresh_d1_status,fresh_d1_lag_hours,fresh_h1_raw_latest,fresh_h1_db_latest,fresh_h1_status,fresh_h1_lag_hours,fresh_m15_raw_latest,fresh_m15_db_latest,fresh_m15_status,fresh_m15_lag_hours
2026-06-10 11:00:14,check,failed,EURUSD,EURUSD,2026-06-10 11:00:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,,,,unknown,,,,unknown,
