experiment_id,state_pattern,direction,hold_bars,total_samples,win_rate,avg_return,profit_factor,sharpe_ratio,max_drawdown,score,yearly_stability,market_stability
exp_h1_D1_6_H1_4_long_5_20260528_104935,"D1=6,H1=4",long,5,173,81.5%,0.4603,7.16,15.40,10.0%,79.5,"{""2026"": 0.815028901734104}","{""CHINA_A50"": 0.9090909090909091, ""HK_50"": 0.5384615384615384, ""US_30"": 0.8309859154929577, ""US_500"": 0.78125, ""US_TECH100"": 0.7692307692307693}"
